cod_contrato,nombre_contrato,monto,contenido,condiciones_contrato,id_contrato,fecha_contrato,id_version,id_solicitud
240,Contrato de Arrendamiento,42108.48,Este contrato establece los términos para contrato de arrendamiento.,Confidencialidad y no divulgación de información. Actualización de precios anual previa negociación.,240,2024-06-16,30,SOL-7774
241,Acuerdo de Servicio,66093.26,El objetivo principal es regular acuerdo de servicio bajo las condiciones acordadas.,Actualización de precios anual previa negociación. Penalización del 5% por retrasos en la entrega.,241,2024-02-15,15,SOL-7198
242,Convenio de Licencia,44996.54,Se describen las responsabilidades mutuas en torno a convenio de licencia.,Pago dentro de 30 días tras la recepción de la factura. Revisión trimestral de cumplimiento de KPI.,242,2020-07-05,46,SOL-4441
243,Contrato de Desarrollo,18679.28,El objetivo principal es regular contrato de desarrollo bajo las condiciones acordadas.,Penalización del 5% por retrasos en la entrega. Confidencialidad y no divulgación de información.,243,2022-03-22,37,SOL-1759
244,Acuerdo de Servicio,52191.71,Este contrato establece los términos para acuerdo de servicio.,Garantía de 12 meses para el servicio prestado. Revisión trimestral de cumplimiento de KPI.,244,2024-07-07,9,SOL-8143
245,Contrato de Desarrollo,79984.26,Este contrato establece los términos para contrato de desarrollo.,Confidencialidad y no divulgación de información. Pago dentro de 30 días tras la recepción de la factura.,245,2024-07-13,10,SOL-4907
246,Contrato de Mantenimiento,84994.49,Las partes acuerdan ejecutar contrato de mantenimiento según lo pactado.,Revisión trimestral de cumplimiento de KPI. Actualización de precios anual previa negociación.,246,2020-05-05,26,SOL-6120
247,Acuerdo de Servicio,89918.9,Se describen las responsabilidades mutuas en torno a acuerdo de servicio.,Garantía de 12 meses para el servicio prestado. Revisión trimestral de cumplimiento de KPI.,247,2025-04-17,7,SOL-7160
248,Contrato de Arrendamiento,89323.17,Las partes acuerdan ejecutar contrato de arrendamiento según lo pactado.,Actualización de precios anual previa negociación. Penalización del 5% por retrasos en la entrega.,248,2022-04-13,29,SOL-6717
249,Acuerdo de Servicio,99325.88,Se describen las responsabilidades mutuas en torno a acuerdo de servicio.,Revisión trimestral de cumplimiento de KPI. Confidencialidad y no divulgación de información.,249,2022-09-18,48,SOL-1558
250,Contrato de Suministro,82992.42,Este contrato establece los términos para contrato de suministro.,Revisión trimestral de cumplimiento de KPI. Actualización de precios anual previa negociación.,250,2020-07-07,39,SOL-4273
251,Convenio de Licencia,51153.39,El objetivo principal es regular convenio de licencia bajo las condiciones acordadas.,Garantía de 12 meses para el servicio prestado. Penalización del 5% por retrasos en la entrega.,251,2022-11-07,31,SOL-3823
252,Contrato de Arrendamiento,52136.48,Este contrato establece los términos para contrato de arrendamiento.,Pago dentro de 30 días tras la recepción de la factura. Garantía de 12 meses para el servicio prestado.,252,2020-01-25,48,SOL-7385
253,Contrato de Desarrollo,13043.07,Se describen las responsabilidades mutuas en torno a contrato de desarrollo.,Confidencialidad y no divulgación de información. Penalización del 5% por retrasos en la entrega.,253,2020-06-11,25,SOL-9488
254,Contrato de Distribución,72194.72,Las partes acuerdan ejecutar contrato de distribución según lo pactado.,Penalización del 5% por retrasos en la entrega. Garantía de 12 meses para el servicio prestado.,254,2020-07-23,31,SOL-9547
255,Contrato de Consultoría,2406.64,Se definen las obligaciones relativas a contrato de consultoría y su cronograma.,Revisión trimestral de cumplimiento de KPI. Actualización de precios anual previa negociación.,255,2025-01-13,6,SOL-5850
256,Contrato de Suministro,11130.91,Este contrato establece los términos para contrato de suministro.,Actualización de precios anual previa negociación. Rescisión con preaviso de 60 días.,256,2023-12-03,32,SOL-1963
257,Convenio de Licencia,6947.86,El objetivo principal es regular convenio de licencia bajo las condiciones acordadas.,Rescisión con preaviso de 60 días. Actualización de precios anual previa negociación.,257,2022-08-23,32,SOL-7394
258,Contrato de Consultoría,64848.66,Se describen las responsabilidades mutuas en torno a contrato de consultoría.,Garantía de 12 meses para el servicio prestado. Rescisión con preaviso de 60 días.,258,2020-04-25,5,SOL-4364
259,Contrato de Suministro,63967.31,Este contrato establece los términos para contrato de suministro.,Confidencialidad y no divulgación de información. Penalización del 5% por retrasos en la entrega.,259,2023-11-03,20,SOL-6150
260,Contrato de Soporte,54606.92,Se definen las obligaciones relativas a contrato de soporte y su cronograma.,Revisión trimestral de cumplimiento de KPI. Garantía de 12 meses para el servicio prestado.,260,2023-07-16,9,SOL-7499
261,Contrato de Consultoría,67845.19,Se definen las obligaciones relativas a contrato de consultoría y su cronograma.,Confidencialidad y no divulgación de información. Actualización de precios anual previa negociación.,261,2022-09-17,26,SOL-6801
262,Contrato de Arrendamiento,97366.08,Se describen las responsabilidades mutuas en torno a contrato de arrendamiento.,Confidencialidad y no divulgación de información. Revisión trimestral de cumplimiento de KPI.,262,2021-01-24,38,SOL-8094
263,Contrato de Consultoría,89090.01,Este contrato establece los términos para contrato de consultoría.,Revisión trimestral de cumplimiento de KPI. Garantía de 12 meses para el servicio prestado.,263,2025-03-03,19,SOL-6541
264,Contrato de Desarrollo,77310.29,Este contrato establece los términos para contrato de desarrollo.,Pago dentro de 30 días tras la recepción de la factura. Revisión trimestral de cumplimiento de KPI.,264,2023-02-27,23,SOL-5210
265,Contrato de Desarrollo,83784.49,Este contrato establece los términos para contrato de desarrollo.,Penalización del 5% por retrasos en la entrega. Revisión trimestral de cumplimiento de KPI.,265,2023-05-04,40,SOL-1193
266,Contrato de Distribución,47883.83,El objetivo principal es regular contrato de distribución bajo las condiciones acordadas.,Revisión trimestral de cumplimiento de KPI. Rescisión con preaviso de 60 días.,266,2024-04-11,26,SOL-7768
267,Contrato de Suministro,48360.03,Se definen las obligaciones relativas a contrato de suministro y su cronograma.,Confidencialidad y no divulgación de información. Rescisión con preaviso de 60 días.,267,2022-04-25,24,SOL-1573
268,Contrato de Compra-Venta,33220.08,Las partes acuerdan ejecutar contrato de compra-venta según lo pactado.,Confidencialidad y no divulgación de información. Rescisión con preaviso de 60 días.,268,2022-02-02,5,SOL-4844
269,Contrato de Distribución,81990.99,Se definen las obligaciones relativas a contrato de distribución y su cronograma.,Confidencialidad y no divulgación de información. Rescisión con preaviso de 60 días.,269,2020-10-15,5,SOL-8179
270,Contrato de Mantenimiento,48466.83,Este contrato establece los términos para contrato de mantenimiento.,Actualización de precios anual previa negociación. Rescisión con preaviso de 60 días.,270,2022-11-02,25,SOL-7910
271,Contrato de Suministro,16468.04,Se describen las responsabilidades mutuas en torno a contrato de suministro.,Confidencialidad y no divulgación de información. Pago dentro de 30 días tras la recepción de la factura.,271,2020-09-29,6,SOL-2011
272,Convenio de Licencia,65612.83,El objetivo principal es regular convenio de licencia bajo las condiciones acordadas.,Rescisión con preaviso de 60 días. Revisión trimestral de cumplimiento de KPI.,272,2024-03-29,33,SOL-4325
273,Contrato de Suministro,90865.89,Las partes acuerdan ejecutar contrato de suministro según lo pactado.,Penalización del 5% por retrasos en la entrega. Pago dentro de 30 días tras la recepción de la factura.,273,2023-12-12,49,SOL-8549
274,Contrato de Soporte,72377.93,Se describen las responsabilidades mutuas en torno a contrato de soporte.,Rescisión con preaviso de 60 días. Garantía de 12 meses para el servicio prestado.,274,2025-02-18,49,SOL-6456
275,Contrato de Suministro,73299.76,Las partes acuerdan ejecutar contrato de suministro según lo pactado.,Confidencialidad y no divulgación de información. Garantía de 12 meses para el servicio prestado.,275,2020-06-27,11,SOL-4351
276,Convenio de Licencia,61277.49,Este contrato establece los términos para convenio de licencia.,Actualización de precios anual previa negociación. Rescisión con preaviso de 60 días.,276,2024-08-16,15,SOL-2534
277,Contrato de Desarrollo,92905.65,Las partes acuerdan ejecutar contrato de desarrollo según lo pactado.,Rescisión con preaviso de 60 días. Confidencialidad y no divulgación de información.,277,2023-12-15,47,SOL-4775
278,Contrato de Mantenimiento,24995.23,Se definen las obligaciones relativas a contrato de mantenimiento y su cronograma.,Rescisión con preaviso de 60 días. Pago dentro de 30 días tras la recepción de la factura.,278,2024-01-01,22,SOL-1420
279,Contrato de Mantenimiento,90903.96,El objetivo principal es regular contrato de mantenimiento bajo las condiciones acordadas.,Revisión trimestral de cumplimiento de KPI. Confidencialidad y no divulgación de información.,279,2023-10-22,39,SOL-4751
280,Contrato de Soporte,32484.72,Se describen las responsabilidades mutuas en torno a contrato de soporte.,Penalización del 5% por retrasos en la entrega. Confidencialidad y no divulgación de información.,280,2023-12-20,48,SOL-6120
281,Contrato de Compra-Venta,7516.69,Se describen las responsabilidades mutuas en torno a contrato de compra-venta.,Confidencialidad y no divulgación de información. Revisión trimestral de cumplimiento de KPI.,281,2020-12-07,44,SOL-9433
282,Contrato de Soporte,95369.27,Se describen las responsabilidades mutuas en torno a contrato de soporte.,Penalización del 5% por retrasos en la entrega. Actualización de precios anual previa negociación.,282,2023-12-29,30,SOL-7112
283,Contrato de Soporte,86319.56,Las partes acuerdan ejecutar contrato de soporte según lo pactado.,Revisión trimestral de cumplimiento de KPI. Confidencialidad y no divulgación de información.,283,2024-11-01,50,SOL-8158
284,Contrato de Arrendamiento,84906.24,Las partes acuerdan ejecutar contrato de arrendamiento según lo pactado.,Garantía de 12 meses para el servicio prestado. Actualización de precios anual previa negociación.,284,2021-08-03,30,SOL-7354
285,Convenio de Licencia,43028.25,El objetivo principal es regular convenio de licencia bajo las condiciones acordadas.,Revisión trimestral de cumplimiento de KPI. Rescisión con preaviso de 60 días.,285,2021-07-13,39,SOL-5367
286,Contrato de Mantenimiento,70446.88,Se describen las responsabilidades mutuas en torno a contrato de mantenimiento.,Actualización de precios anual previa negociación. Penalización del 5% por retrasos en la entrega.,286,2024-05-19,17,SOL-2717
287,Contrato de Consultoría,88376.34,Este contrato establece los términos para contrato de consultoría.,Rescisión con preaviso de 60 días. Penalización del 5% por retrasos en la entrega.,287,2020-01-09,16,SOL-7614
288,Contrato de Consultoría,31003.72,Este contrato establece los términos para contrato de consultoría.,Actualización de precios anual previa negociación. Penalización del 5% por retrasos en la entrega.,288,2023-04-19,28,SOL-3207
289,Contrato de Consultoría,81053.16,Se definen las obligaciones relativas a contrato de consultoría y su cronograma.,Garantía de 12 meses para el servicio prestado. Penalización del 5% por retrasos en la entrega.,289,2022-10-29,36,SOL-3944
290,Contrato de Suministro,88074.53,Las partes acuerdan ejecutar contrato de suministro según lo pactado.,Rescisión con preaviso de 60 días. Actualización de precios anual previa negociación.,290,2023-01-29,24,SOL-5160
291,Contrato de Desarrollo,30298.3,Se describen las responsabilidades mutuas en torno a contrato de desarrollo.,Pago dentro de 30 días tras la recepción de la factura. Garantía de 12 meses para el servicio prestado.,291,2023-06-07,45,SOL-7451
292,Contrato de Arrendamiento,16084.46,Las partes acuerdan ejecutar contrato de arrendamiento según lo pactado.,Actualización de precios anual previa negociación. Rescisión con preaviso de 60 días.,292,2025-03-06,44,SOL-1370
293,Contrato de Distribución,32633.66,Este contrato establece los términos para contrato de distribución.,Revisión trimestral de cumplimiento de KPI. Garantía de 12 meses para el servicio prestado.,293,2020-07-19,42,SOL-1259
294,Contrato de Mantenimiento,38090.82,El objetivo principal es regular contrato de mantenimiento bajo las condiciones acordadas.,Rescisión con preaviso de 60 días. Actualización de precios anual previa negociación.,294,2020-12-21,25,SOL-3618
295,Contrato de Distribución,12742.18,El objetivo principal es regular contrato de distribución bajo las condiciones acordadas.,Pago dentro de 30 días tras la recepción de la factura. Rescisión con preaviso de 60 días.,295,2024-08-23,27,SOL-5897
296,Contrato de Mantenimiento,75473.32,Las partes acuerdan ejecutar contrato de mantenimiento según lo pactado.,Confidencialidad y no divulgación de información. Garantía de 12 meses para el servicio prestado.,296,2021-07-19,10,SOL-6265
297,Acuerdo de Servicio,77795.05,Este contrato establece los términos para acuerdo de servicio.,Revisión trimestral de cumplimiento de KPI. Actualización de precios anual previa negociación.,297,2022-03-13,3,SOL-8789
298,Acuerdo de Servicio,25093.36,Se describen las responsabilidades mutuas en torno a acuerdo de servicio.,Actualización de precios anual previa negociación. Penalización del 5% por retrasos en la entrega.,298,2020-11-08,21,SOL-8135
299,Convenio de Licencia,11253.06,Este contrato establece los términos para convenio de licencia.,Pago dentro de 30 días tras la recepción de la factura. Penalización del 5% por retrasos en la entrega.,299,2020-09-04,5,SOL-3035
300,Contrato de Mantenimiento,86514.6,Se definen las obligaciones relativas a contrato de mantenimiento y su cronograma.,Actualización de precios anual previa negociación. Confidencialidad y no divulgación de información.,300,2022-11-29,9,SOL-1221
301,Contrato de Compra-Venta,10543.95,Este contrato establece los términos para contrato de compra-venta.,Actualización de precios anual previa negociación. Confidencialidad y no divulgación de información.,301,2023-08-11,15,SOL-2286
302,Contrato de Consultoría,68514.18,Se describen las responsabilidades mutuas en torno a contrato de consultoría.,Garantía de 12 meses para el servicio prestado. Actualización de precios anual previa negociación.,302,2021-04-21,48,SOL-8240
303,Contrato de Distribución,47476.04,Se definen las obligaciones relativas a contrato de distribución y su cronograma.,Rescisión con preaviso de 60 días. Confidencialidad y no divulgación de información.,303,2022-01-26,26,SOL-8893
304,Contrato de Mantenimiento,16754.95,El objetivo principal es regular contrato de mantenimiento bajo las condiciones acordadas.,Revisión trimestral de cumplimiento de KPI. Penalización del 5% por retrasos en la entrega.,304,2023-02-09,44,SOL-1674
305,Convenio de Licencia,15450.36,El objetivo principal es regular convenio de licencia bajo las condiciones acordadas.,Pago dentro de 30 días tras la recepción de la factura. Confidencialidad y no divulgación de información.,305,2024-05-14,5,SOL-1881
306,Convenio de Licencia,55841.9,Se describen las responsabilidades mutuas en torno a convenio de licencia.,Garantía de 12 meses para el servicio prestado. Penalización del 5% por retrasos en la entrega.,306,2023-03-10,3,SOL-1730
307,Contrato de Arrendamiento,88091.87,Este contrato establece los términos para contrato de arrendamiento.,Confidencialidad y no divulgación de información. Rescisión con preaviso de 60 días.,307,2021-08-09,29,SOL-5831
308,Contrato de Compra-Venta,16695.17,Este contrato establece los términos para contrato de compra-venta.,Rescisión con preaviso de 60 días. Pago dentro de 30 días tras la recepción de la factura.,308,2021-05-22,17,SOL-3381
309,Convenio de Licencia,34829.86,Este contrato establece los términos para convenio de licencia.,Garantía de 12 meses para el servicio prestado. Revisión trimestral de cumplimiento de KPI.,309,2023-09-26,18,SOL-6558
310,Contrato de Mantenimiento,73729.41,Se definen las obligaciones relativas a contrato de mantenimiento y su cronograma.,Penalización del 5% por retrasos en la entrega. Revisión trimestral de cumplimiento de KPI.,310,2023-10-11,19,SOL-8694
311,Contrato de Suministro,53441.26,Se definen las obligaciones relativas a contrato de suministro y su cronograma.,Pago dentro de 30 días tras la recepción de la factura. Garantía de 12 meses para el servicio prestado.,311,2024-01-06,8,SOL-3466
312,Contrato de Compra-Venta,41969.48,Se describen las responsabilidades mutuas en torno a contrato de compra-venta.,Rescisión con preaviso de 60 días. Pago dentro de 30 días tras la recepción de la factura.,312,2023-06-30,33,SOL-8704
313,Contrato de Soporte,80632.16,Se definen las obligaciones relativas a contrato de soporte y su cronograma.,Actualización de precios anual previa negociación. Rescisión con preaviso de 60 días.,313,2023-01-28,42,SOL-6395
314,Contrato de Suministro,18721.91,Las partes acuerdan ejecutar contrato de suministro según lo pactado.,Pago dentro de 30 días tras la recepción de la factura. Revisión trimestral de cumplimiento de KPI.,314,2022-08-30,44,SOL-4336
315,Contrato de Mantenimiento,31700.83,Las partes acuerdan ejecutar contrato de mantenimiento según lo pactado.,Garantía de 12 meses para el servicio prestado. Confidencialidad y no divulgación de información.,315,2022-10-16,21,SOL-1263
316,Contrato de Compra-Venta,58476.4,Este contrato establece los términos para contrato de compra-venta.,Pago dentro de 30 días tras la recepción de la factura. Actualización de precios anual previa negociación.,316,2020-12-14,24,SOL-5486
317,Contrato de Consultoría,68905.5,El objetivo principal es regular contrato de consultoría bajo las condiciones acordadas.,Garantía de 12 meses para el servicio prestado. Confidencialidad y no divulgación de información.,317,2022-05-27,48,SOL-8519
318,Contrato de Desarrollo,49092.86,Este contrato establece los términos para contrato de desarrollo.,Penalización del 5% por retrasos en la entrega. Revisión trimestral de cumplimiento de KPI.,318,2025-04-17,38,SOL-4858
319,Acuerdo de Servicio,22786.28,Este contrato establece los términos para acuerdo de servicio.,Confidencialidad y no divulgación de información. Actualización de precios anual previa negociación.,319,2025-01-13,46,SOL-9660
320,Acuerdo de Servicio,87705.5,Se describen las responsabilidades mutuas en torno a acuerdo de servicio.,Penalización del 5% por retrasos en la entrega. Pago dentro de 30 días tras la recepción de la factura.,320,2025-04-03,2,SOL-2458
321,Acuerdo de Servicio,32902.62,Se describen las responsabilidades mutuas en torno a acuerdo de servicio.,Penalización del 5% por retrasos en la entrega. Revisión trimestral de cumplimiento de KPI.,321,2024-12-31,48,SOL-1634
322,Contrato de Arrendamiento,60630.45,Las partes acuerdan ejecutar contrato de arrendamiento según lo pactado.,Actualización de precios anual previa negociación. Rescisión con preaviso de 60 días.,322,2022-02-17,40,SOL-4218
323,Convenio de Licencia,40281.47,Las partes acuerdan ejecutar convenio de licencia según lo pactado.,Garantía de 12 meses para el servicio prestado. Rescisión con preaviso de 60 días.,323,2023-05-18,15,SOL-9861
324,Contrato de Soporte,98320.56,Las partes acuerdan ejecutar contrato de soporte según lo pactado.,Rescisión con preaviso de 60 días. Pago dentro de 30 días tras la recepción de la factura.,324,2023-05-05,16,SOL-9363
325,Contrato de Suministro,1288.49,Las partes acuerdan ejecutar contrato de suministro según lo pactado.,Pago dentro de 30 días tras la recepción de la factura. Garantía de 12 meses para el servicio prestado.,325,2021-07-23,24,SOL-5767
326,Contrato de Soporte,20389.61,Las partes acuerdan ejecutar contrato de soporte según lo pactado.,Pago dentro de 30 días tras la recepción de la factura. Rescisión con preaviso de 60 días.,326,2020-03-08,10,SOL-4372
327,Contrato de Compra-Venta,9661.04,Las partes acuerdan ejecutar contrato de compra-venta según lo pactado.,Penalización del 5% por retrasos en la entrega. Revisión trimestral de cumplimiento de KPI.,327,2023-04-29,14,SOL-6570
328,Contrato de Suministro,53569.56,Las partes acuerdan ejecutar contrato de suministro según lo pactado.,Garantía de 12 meses para el servicio prestado. Pago dentro de 30 días tras la recepción de la factura.,328,2023-04-09,42,SOL-4233
329,Contrato de Desarrollo,8819.77,Se definen las obligaciones relativas a contrato de desarrollo y su cronograma.,Pago dentro de 30 días tras la recepción de la factura. Garantía de 12 meses para el servicio prestado.,329,2024-04-15,15,SOL-6013
330,Contrato de Mantenimiento,79712.44,El objetivo principal es regular contrato de mantenimiento bajo las condiciones acordadas.,Revisión trimestral de cumplimiento de KPI. Rescisión con preaviso de 60 días.,330,2020-08-14,17,SOL-5679
331,Contrato de Compra-Venta,70429.43,Se definen las obligaciones relativas a contrato de compra-venta y su cronograma.,Confidencialidad y no divulgación de información. Penalización del 5% por retrasos en la entrega.,331,2025-03-08,28,SOL-7622
332,Contrato de Mantenimiento,45282.83,Las partes acuerdan ejecutar contrato de mantenimiento según lo pactado.,Confidencialidad y no divulgación de información. Garantía de 12 meses para el servicio prestado.,332,2024-06-30,3,SOL-1512
333,Contrato de Soporte,20428.07,Las partes acuerdan ejecutar contrato de soporte según lo pactado.,Pago dentro de 30 días tras la recepción de la factura. Garantía de 12 meses para el servicio prestado.,333,2021-01-31,47,SOL-6901
334,Contrato de Arrendamiento,98691.46,Se definen las obligaciones relativas a contrato de arrendamiento y su cronograma.,Rescisión con preaviso de 60 días. Revisión trimestral de cumplimiento de KPI.,334,2021-11-15,18,SOL-3667
335,Convenio de Licencia,59142.61,Las partes acuerdan ejecutar convenio de licencia según lo pactado.,Revisión trimestral de cumplimiento de KPI. Rescisión con preaviso de 60 días.,335,2025-02-05,31,SOL-3384
336,Contrato de Suministro,79832.42,El objetivo principal es regular contrato de suministro bajo las condiciones acordadas.,Penalización del 5% por retrasos en la entrega. Actualización de precios anual previa negociación.,336,2023-04-20,47,SOL-1149
337,Contrato de Consultoría,73317.76,Las partes acuerdan ejecutar contrato de consultoría según lo pactado.,Confidencialidad y no divulgación de información. Actualización de precios anual previa negociación.,337,2021-06-08,12,SOL-9301
338,Acuerdo de Servicio,80409.22,El objetivo principal es regular acuerdo de servicio bajo las condiciones acordadas.,Actualización de precios anual previa negociación. Confidencialidad y no divulgación de información.,338,2021-02-02,37,SOL-9971
339,Acuerdo de Servicio,31956.1,Este contrato establece los términos para acuerdo de servicio.,Confidencialidad y no divulgación de información. Actualización de precios anual previa negociación.,339,2022-10-06,47,SOL-3731
340,Contrato de Soporte,44002.01,Se describen las responsabilidades mutuas en torno a contrato de soporte.,Pago dentro de 30 días tras la recepción de la factura. Rescisión con preaviso de 60 días.,340,2021-06-16,13,SOL-5596
341,Convenio de Licencia,43639.37,El objetivo principal es regular convenio de licencia bajo las condiciones acordadas.,Garantía de 12 meses para el servicio prestado. Actualización de precios anual previa negociación.,341,2021-06-14,42,SOL-3656
342,Convenio de Licencia,79196.52,El objetivo principal es regular convenio de licencia bajo las condiciones acordadas.,Actualización de precios anual previa negociación. Confidencialidad y no divulgación de información.,342,2021-02-26,34,SOL-7602
343,Contrato de Soporte,63558.53,El objetivo principal es regular contrato de soporte bajo las condiciones acordadas.,Rescisión con preaviso de 60 días. Penalización del 5% por retrasos en la entrega.,343,2021-05-27,1,SOL-1366
344,Contrato de Suministro,52553.78,Se definen las obligaciones relativas a contrato de suministro y su cronograma.,Garantía de 12 meses para el servicio prestado. Revisión trimestral de cumplimiento de KPI.,344,2024-09-13,42,SOL-9472
345,Contrato de Suministro,95079.07,Se describen las responsabilidades mutuas en torno a contrato de suministro.,Confidencialidad y no divulgación de información. Rescisión con preaviso de 60 días.,345,2021-04-02,2,SOL-4715
346,Acuerdo de Servicio,45159.58,Se definen las obligaciones relativas a acuerdo de servicio y su cronograma.,Garantía de 12 meses para el servicio prestado. Revisión trimestral de cumplimiento de KPI.,346,2023-01-21,11,SOL-4137
347,Contrato de Arrendamiento,52407.34,El objetivo principal es regular contrato de arrendamiento bajo las condiciones acordadas.,Rescisión con preaviso de 60 días. Confidencialidad y no divulgación de información.,347,2022-08-01,10,SOL-2416
348,Contrato de Arrendamiento,25823.59,El objetivo principal es regular contrato de arrendamiento bajo las condiciones acordadas.,Penalización del 5% por retrasos en la entrega. Rescisión con preaviso de 60 días.,348,2020-07-23,20,SOL-2356
349,Acuerdo de Servicio,31615.19,El objetivo principal es regular acuerdo de servicio bajo las condiciones acordadas.,Actualización de precios anual previa negociación. Rescisión con preaviso de 60 días.,349,2021-09-12,26,SOL-1154
350,Convenio de Licencia,5847.44,Se describen las responsabilidades mutuas en torno a convenio de licencia.,Garantía de 12 meses para el servicio prestado. Pago dentro de 30 días tras la recepción de la factura.,350,2021-07-07,16,SOL-9672
351,Contrato de Consultoría,41339.85,Este contrato establece los términos para contrato de consultoría.,Rescisión con preaviso de 60 días. Confidencialidad y no divulgación de información.,351,2021-08-17,45,SOL-7942
352,Contrato de Compra-Venta,30794.68,Se definen las obligaciones relativas a contrato de compra-venta y su cronograma.,Garantía de 12 meses para el servicio prestado. Rescisión con preaviso de 60 días.,352,2024-03-06,48,SOL-4034
353,Contrato de Compra-Venta,78709.7,Se definen las obligaciones relativas a contrato de compra-venta y su cronograma.,Confidencialidad y no divulgación de información. Garantía de 12 meses para el servicio prestado.,353,2022-03-15,8,SOL-1843
354,Convenio de Licencia,78658.07,Se definen las obligaciones relativas a convenio de licencia y su cronograma.,Penalización del 5% por retrasos en la entrega. Revisión trimestral de cumplimiento de KPI.,354,2020-03-14,24,SOL-2128
355,Contrato de Soporte,35630.91,El objetivo principal es regular contrato de soporte bajo las condiciones acordadas.,Pago dentro de 30 días tras la recepción de la factura. Actualización de precios anual previa negociación.,355,2020-04-09,28,SOL-1695
356,Contrato de Suministro,56151.6,El objetivo principal es regular contrato de suministro bajo las condiciones acordadas.,Rescisión con preaviso de 60 días. Actualización de precios anual previa negociación.,356,2024-05-02,35,SOL-5921
357,Contrato de Distribución,60548.14,Se definen las obligaciones relativas a contrato de distribución y su cronograma.,Garantía de 12 meses para el servicio prestado. Pago dentro de 30 días tras la recepción de la factura.,357,2023-10-26,16,SOL-7095
358,Contrato de Consultoría,70124.4,Las partes acuerdan ejecutar contrato de consultoría según lo pactado.,Revisión trimestral de cumplimiento de KPI. Garantía de 12 meses para el servicio prestado.,358,2022-11-22,28,SOL-2858
359,Acuerdo de Servicio,16510.36,Este contrato establece los términos para acuerdo de servicio.,Confidencialidad y no divulgación de información. Actualización de precios anual previa negociación.,359,2021-11-08,43,SOL-2367
360,Contrato de Mantenimiento,36544.04,Se describen las responsabilidades mutuas en torno a contrato de mantenimiento.,Penalización del 5% por retrasos en la entrega. Revisión trimestral de cumplimiento de KPI.,360,2021-08-04,27,SOL-1731
361,Contrato de Consultoría,36869.78,Este contrato establece los términos para contrato de consultoría.,Confidencialidad y no divulgación de información. Penalización del 5% por retrasos en la entrega.,361,2020-09-27,40,SOL-9322
362,Contrato de Suministro,20087.61,El objetivo principal es regular contrato de suministro bajo las condiciones acordadas.,Rescisión con preaviso de 60 días. Penalización del 5% por retrasos en la entrega.,362,2024-03-12,31,SOL-5287
363,Contrato de Distribución,82017.25,Se definen las obligaciones relativas a contrato de distribución y su cronograma.,Garantía de 12 meses para el servicio prestado. Penalización del 5% por retrasos en la entrega.,363,2025-03-03,49,SOL-6281
364,Contrato de Compra-Venta,37673.55,El objetivo principal es regular contrato de compra-venta bajo las condiciones acordadas.,Pago dentro de 30 días tras la recepción de la factura. Rescisión con preaviso de 60 días.,364,2021-09-29,14,SOL-4059
365,Contrato de Suministro,50619.79,Se describen las responsabilidades mutuas en torno a contrato de suministro.,Penalización del 5% por retrasos en la entrega. Actualización de precios anual previa negociación.,365,2024-10-17,26,SOL-6810
366,Contrato de Soporte,91606.82,El objetivo principal es regular contrato de soporte bajo las condiciones acordadas.,Revisión trimestral de cumplimiento de KPI. Rescisión con preaviso de 60 días.,366,2022-08-31,20,SOL-9239
367,Contrato de Arrendamiento,42723.92,Se definen las obligaciones relativas a contrato de arrendamiento y su cronograma.,Rescisión con preaviso de 60 días. Revisión trimestral de cumplimiento de KPI.,367,2020-05-15,18,SOL-6921
368,Contrato de Soporte,16227.55,Este contrato establece los términos para contrato de soporte.,Revisión trimestral de cumplimiento de KPI. Garantía de 12 meses para el servicio prestado.,368,2023-05-06,39,SOL-8358
369,Contrato de Compra-Venta,23920.49,Este contrato establece los términos para contrato de compra-venta.,Actualización de precios anual previa negociación. Confidencialidad y no divulgación de información.,369,2023-04-24,7,SOL-6711
370,Contrato de Arrendamiento,5666.7,Este contrato establece los términos para contrato de arrendamiento.,Rescisión con preaviso de 60 días. Penalización del 5% por retrasos en la entrega.,370,2022-05-20,41,SOL-2461
371,Contrato de Distribución,50299.25,Se definen las obligaciones relativas a contrato de distribución y su cronograma.,Penalización del 5% por retrasos en la entrega. Pago dentro de 30 días tras la recepción de la factura.,371,2021-02-21,36,SOL-4039
372,Contrato de Suministro,79022.04,El objetivo principal es regular contrato de suministro bajo las condiciones acordadas.,Garantía de 12 meses para el servicio prestado. Actualización de precios anual previa negociación.,372,2024-05-02,7,SOL-2272
373,Contrato de Consultoría,4357.92,El objetivo principal es regular contrato de consultoría bajo las condiciones acordadas.,Rescisión con preaviso de 60 días. Garantía de 12 meses para el servicio prestado.,373,2022-02-26,25,SOL-1990
374,Contrato de Suministro,37029.51,Se describen las responsabilidades mutuas en torno a contrato de suministro.,Penalización del 5% por retrasos en la entrega. Rescisión con preaviso de 60 días.,374,2025-02-06,40,SOL-9923
375,Acuerdo de Servicio,87854.29,Este contrato establece los términos para acuerdo de servicio.,Confidencialidad y no divulgación de información. Actualización de precios anual previa negociación.,375,2024-04-03,46,SOL-8767
376,Contrato de Consultoría,96166.39,Se describen las responsabilidades mutuas en torno a contrato de consultoría.,Garantía de 12 meses para el servicio prestado. Revisión trimestral de cumplimiento de KPI.,376,2022-08-29,11,SOL-9879
